"","X","inv_pres1","inv_pres2","inv_federal","inv_estadual","inv_gov","votaria","pref_cand","pref_part","inv_gov2","houseincome","income","catincome","male","efficacygov","efficacyvote","congressev","wouldvote","right","partyeval","knowledge","interest","education","age","govevaluation"
"536",536,0,0,0,0,0,3,1,1,NA,2000,6000,5,1,5,5,5,1,0,4,17,2,7,62,5
"537",537,0,0,0,NA,0,3,1,1,NA,1000,800,2,0,5,5,5,1,3,1,6,2,4,49,6
"538",538,0,1,0,0,0,1,2,1,NA,250,500,1,0,3,3,2,2,NA,1,3,2,7,29,5
"539",539,0,0,0,0,0,3,1,1,NA,150,300,1,1,5,5,5,1,NA,5,3,1,3,47,5
"540",540,0,0,0,NA,0,2,1,2,NA,206.66667175293,400,1,1,5,5,5,NA,NA,5,1,2,2,64,4
"541",541,0,0,0,0,0,3,1,2,NA,400,600,2,1,3,5,5,1,4,4,9,4,9,26,5
"542",542,0,0,0,1,0,1,1,2,NA,650,900,2,1,5,5,5,2,NA,3,2,1,3,36,5
"543",543,0,0,0,0,0,1,1,1,NA,510,510,1,0,5,5,4,2,9,5,7,2,3,43,5
"544",544,0,0,0,NA,0,1,2,1,NA,255,572,2,0,3,2,1,2,NA,1,5,2,6,31,5
"545",545,NA,0,NA,0,NA,1,2,1,NA,1150,2300,3,1,5,1,4,2,10,2,5,2,7,29,5
"546",546,0,0,0,0,0,1,1,1,NA,700,400,1,0,5,1,2,2,NA,3,8,4,7,35,3
"547",547,0,0,0,NA,0,3,1,1,NA,1000,1000,2,0,5,5,5,1,NA,4,6,3,3,65,6
"548",548,0,0,NA,0,0,1,2,2,NA,340,200,1,0,3,4,5,2,NA,4,2,1,3,37,5
"549",549,0,1,0,0,0,1,1,1,NA,500,412,1,0,5,1,NA,2,9,3,3,2,4,60,1
"550",550,0,NA,0,0,0,3,1,1,NA,300,250,1,0,4,5,NA,1,7,NA,6,3,4,26,5
"551",551,0,0,0,0,0,3,1,1,NA,1100,100,1,0,3,4,3,1,NA,3,4,3,3,49,3
"552",552,0,0,0,NA,NA,3,1,1,NA,510,510,1,1,5,5,NA,1,NA,3,2,3,2,64,5
"553",553,0,0,NA,NA,0,3,1,1,NA,255,1,0,0,5,5,NA,1,NA,4,0,1,1,48,6
"554",554,0,0,0,0,0,3,1,1,NA,666.666687011719,1400,3,0,5,5,5,1,10,4,5,4,7,21,1
"555",555,0,0,NA,NA,0,3,1,2,NA,510,510,1,0,5,5,5,1,NA,3,2,2,2,62,5
"556",556,0,0,0,NA,0,1,1,1,NA,500,1,0,0,5,5,2,2,NA,4,4,3,3,45,4
"557",557,0,0,0,0,0,3,1,2,NA,500,700,2,0,5,5,4,1,NA,4,5,4,10,51,5
"558",558,0,0,NA,0,0,1,2,2,NA,600,600,2,1,5,5,1,2,NA,2,3,3,4,33,5
"559",559,0,0,0,NA,0,1,1,1,NA,450,50,1,0,5,5,4,2,NA,3,6,2,2,52,5
"560",560,NA,NA,NA,0,NA,3,2,2,NA,866.666687011719,800,2,0,5,5,3,1,7,2,5,3,7,45,4
"561",561,0,0,0,1,0,1,1,1,NA,250,800,2,1,5,5,2,2,NA,2,6,2,4,24,4
"562",562,0,0,1,1,1,1,1,1,NA,325,500,1,1,5,5,3,2,5,4,4,2,7,23,4
"563",563,0,0,0,0,0,2,1,2,NA,450,1,0,0,5,5,3,NA,NA,2,5,3,5,29,4
"564",564,0,1,1,1,0,2,2,2,NA,127.5,510,1,1,3,2,2,NA,5,4,9,3,7,51,4
"565",565,NA,NA,NA,0,NA,3,1,2,NA,700,700,2,1,5,5,5,1,NA,5,2,1,2,79,5
"566",566,0,0,0,NA,0,3,1,1,NA,510,510,1,1,5,5,5,1,5,5,6,3,3,68,5
"567",567,NA,0,NA,0,NA,3,2,1,NA,560.5,570,2,1,5,3,1,1,5,2,5,3,6,19,2
"568",568,0,0,0,1,0,3,1,1,NA,360,900,2,1,5,5,4,1,8,4,10,3,7,27,2
"569",569,0,0,0,NA,0,2,1,1,NA,NA,510,1,1,5,5,NA,NA,NA,NA,2,2,2,63,5
"570",570,0,0,0,0,0,1,2,2,NA,510,510,1,0,4,5,NA,2,NA,NA,3,2,2,64,5
"571",571,0,0,0,NA,0,1,1,1,NA,266.666656494141,1,0,1,1,4,2,2,5,1,11,2,5,21,4
"572",572,1,1,1,1,1,1,2,2,NA,2500,5000,4,1,5,5,1,2,NA,1,1,1,5,44,1
"573",573,0,0,NA,0,0,3,1,1,NA,510,510,1,1,5,5,NA,1,9,6,4,1,3,60,NA
"574",574,0,0,0,0,0,1,1,2,NA,255,112,1,0,5,5,4,2,3,4,6,1,7,33,5
"575",575,0,0,0,0,0,3,1,2,NA,255,1,0,0,4,5,4,1,8,3,8,3,6,18,5
"576",576,0,0,0,0,0,3,1,2,NA,1333.33337402344,3000,4,1,5,5,2,1,7,3,14,3,8,48,4
"577",577,0,0,0,0,0,3,1,1,NA,510,650,2,1,3,4,2,1,8,5,4,3,5,38,5
"578",578,NA,NA,NA,0,NA,1,1,1,NA,500,510,1,1,5,5,NA,2,6,NA,6,1,2,22,NA
"579",579,0,0,0,0,0,3,2,2,NA,1600,4800,4,1,5,4,5,1,4,5,15,3,7,48,5
"580",580,0,0,NA,NA,0,3,1,2,NA,480,480,1,1,5,3,4,1,NA,4,2,2,3,24,NA
"581",581,0,0,NA,NA,0,3,1,2,NA,1500,640,2,1,4,5,4,1,NA,4,10,3,3,68,6
"582",582,0,0,NA,NA,0,3,1,2,NA,333.333343505859,510,1,1,4,5,4,1,8,2,8,1,7,30,5
"583",583,0,0,0,0,0,1,1,1,NA,400,510,1,0,5,5,2,2,10,2,4,2,6,22,4
"584",584,0,0,0,0,0,1,1,1,NA,1166.66662597656,2500,3,1,3,3,3,2,5,4,11,3,7,56,5
"585",585,0,0,NA,NA,0,1,1,1,NA,340,510,1,1,5,5,4,2,NA,4,4,3,4,43,5
"586",586,1,1,1,1,1,1,1,1,NA,1000,1500,3,1,5,1,2,2,10,2,4,3,7,28,3
"587",587,0,0,0,0,0,1,1,1,NA,510,510,1,1,5,5,5,2,NA,5,3,1,2,55,5
"588",588,0,0,0,0,0,3,1,1,NA,1000,1880,3,1,5,5,2,1,5,2,8,3,8,26,4
"589",589,0,0,NA,0,0,1,2,1,NA,400,380,1,0,1,2,2,2,NA,2,4,3,7,27,5
"590",590,0,0,NA,0,0,1,1,1,NA,350,510,1,1,5,5,4,2,NA,3,8,3,3,31,6
"591",591,0,0,0,NA,0,1,1,1,NA,530,970,2,1,5,5,NA,2,NA,5,3,3,3,54,5
"592",592,0,0,NA,NA,0,3,2,2,NA,255,510,1,1,3,5,2,1,10,1,3,1,6,59,5
"593",593,1,1,1,1,1,1,2,2,NA,1666.66662597656,1,0,1,2,2,4,2,NA,4,4,1,8,19,5
"594",594,0,0,NA,NA,0,3,2,2,NA,1500,1,0,0,5,5,4,1,NA,4,8,2,4,52,6
"595",595,1,1,1,1,0,1,NA,2,NA,1020,1,0,0,3,4,4,2,NA,4,3,1,3,67,2
"596",596,0,0,NA,NA,0,3,1,1,NA,1250,675,2,0,4,5,2,1,10,2,3,2,4,42,5
"597",597,0,0,0,1,1,3,1,2,NA,255,200,1,0,1,5,NA,1,NA,NA,1,1,2,35,6
"598",598,0,0,1,1,1,1,1,2,NA,666.666687011719,800,2,0,5,5,NA,2,NA,NA,0,1,7,33,5
"599",599,0,0,1,NA,0,1,2,1,NA,500,510,1,0,5,5,5,2,10,4,3,2,2,65,5
"600",600,0,0,NA,0,0,3,1,2,NA,583.333312988281,2000,3,1,5,5,4,1,10,4,5,2,4,48,5
"601",601,0,0,0,0,0,3,1,2,NA,266.666656494141,510,1,1,5,5,5,1,NA,5,5,3,2,68,5
"602",602,0,0,0,0,NA,1,1,1,NA,255,1,0,0,5,5,NA,2,NA,1,0,2,2,63,4
"603",603,0,0,0,NA,0,3,1,2,NA,340,1020,2,0,5,5,NA,1,NA,NA,3,1,1,84,5
"604",604,0,0,0,0,0,3,2,2,NA,255,300,1,0,1,5,4,1,10,3,5,3,6,61,5
"605",605,0,0,NA,NA,0,3,1,2,NA,170,510,1,1,5,5,5,1,8,5,3,2,2,70,5
"606",606,0,0,NA,NA,0,1,1,1,NA,200,200,1,0,5,5,4,2,NA,4,6,2,3,45,5
"607",607,0,0,0,0,0,1,1,2,NA,750,400,1,0,3,5,5,2,10,5,4,2,4,25,5
"608",608,NA,NA,NA,0,NA,3,1,2,NA,800,800,2,0,1,5,NA,1,10,1,5,3,3,45,NA
"609",609,0,1,0,NA,0,3,2,1,NA,700,850,2,1,5,5,5,1,10,5,6,2,4,34,6
"610",610,0,0,0,0,0,1,1,2,NA,500,500,1,1,5,5,4,2,8,6,4,1,3,57,5
"611",611,0,0,NA,NA,0,1,1,1,NA,255,1,0,0,4,3,NA,2,NA,4,4,2,4,18,5
"612",612,0,0,0,0,0,2,2,2,NA,500,800,2,1,5,5,2,NA,NA,4,3,3,3,25,5
"613",613,0,0,0,0,0,3,1,1,NA,255,300,1,1,5,5,NA,1,10,3,4,4,7,22,6
"614",614,NA,NA,NA,0,NA,1,1,2,NA,825,1650,3,1,4,2,5,2,9,5,5,1,3,33,5
"615",615,0,0,NA,NA,0,2,1,2,NA,600,1,0,0,5,5,5,NA,10,5,1,1,2,51,5
"616",616,0,0,NA,NA,NA,1,1,2,NA,416.666656494141,510,1,0,5,5,NA,2,NA,5,3,1,2,61,5
"617",617,0,0,0,1,0,3,1,2,NA,1100,1700,3,1,2,4,3,1,4,3,4,2,5,28,5
"618",618,0,0,0,0,NA,3,1,1,NA,127.5,100,1,0,5,5,2,1,NA,4,2,3,4,37,6
"619",619,0,0,1,1,1,1,1,1,NA,625,1000,2,0,5,5,1,2,8,2,3,3,7,42,5
"620",620,0,0,0,0,0,1,1,2,NA,255,750,2,1,5,5,5,2,3,5,3,2,7,25,5
"621",621,0,0,0,NA,0,1,1,2,NA,340,570,2,0,5,5,NA,2,NA,NA,2,1,6,29,5
"622",622,0,0,0,NA,NA,3,1,2,NA,666.666687011719,700,2,1,1,5,5,1,10,5,7,1,4,40,5
"623",623,0,0,0,0,0,3,1,2,NA,1000,1000,2,0,5,5,3,1,10,3,6,3,9,26,3
"624",624,0,0,0,0,0,1,2,2,NA,1000,1000,2,1,1,5,4,2,3,1,9,1,3,48,5
"625",625,0,0,NA,1,NA,1,2,1,NA,446.666656494141,510,1,0,3,5,5,2,10,1,2,1,2,63,5
"626",626,0,0,NA,0,0,3,1,2,NA,1500,2500,3,1,3,3,4,1,7,4,8,3,9,51,5
"627",627,0,0,0,NA,0,1,1,1,NA,1666.66662597656,1700,3,1,5,5,NA,2,10,5,3,3,7,56,5
"628",628,0,0,0,0,0,3,1,2,NA,120,50,1,0,5,5,NA,1,10,5,10,2,3,48,6
"629",629,0,0,0,0,0,3,1,1,NA,1000,800,2,1,5,5,3,1,6,3,11,3,9,28,5
"630",630,0,0,0,0,0,3,1,2,NA,220,100,1,0,5,5,3,1,NA,5,2,3,5,18,4
"631",631,0,NA,0,1,1,1,1,2,NA,255,150,1,0,5,5,4,2,5,2,10,2,4,49,4
"632",632,0,0,NA,0,0,3,1,1,NA,510,510,1,1,5,5,1,1,10,4,4,3,4,49,5
"633",633,0,0,0,0,NA,2,1,2,NA,630,630,2,0,5,5,1,NA,NA,1,4,3,8,24,4
"634",634,0,0,0,0,0,2,1,2,NA,1833.33337402344,3300,4,1,4,4,3,NA,5,2,11,3,9,47,4
"635",635,0,0,NA,NA,0,NA,1,1,NA,200,90,1,0,5,2,NA,NA,NA,2,6,3,3,53,6
"636",636,0,0,0,0,0,3,2,2,NA,370,250,1,0,3,5,5,1,NA,1,6,2,7,25,4
"637",637,0,0,0,NA,0,3,1,1,NA,1250,1500,3,1,5,5,5,1,3,5,7,2,3,47,4
"638",638,0,0,0,NA,0,3,1,1,NA,450,400,1,1,5,5,NA,1,NA,5,5,2,4,34,5
"639",639,0,0,0,0,0,3,1,1,NA,510,300,1,0,5,5,1,1,NA,1,7,1,8,24,5
"640",640,0,0,0,0,0,3,2,1,NA,1250,2500,3,1,2,5,3,1,4,1,13,3,3,52,3
"641",641,0,0,NA,NA,0,3,1,2,NA,600,510,1,0,5,5,1,1,7,1,4,2,2,53,4
"642",642,0,NA,0,0,0,3,2,1,NA,1000,3000,4,1,5,5,1,1,10,1,8,1,7,42,5
"643",643,0,0,0,NA,1,1,1,2,NA,200,1,0,0,1,5,4,2,10,3,2,4,4,31,5
"644",644,0,0,0,0,0,3,1,1,NA,103.666664123535,102,1,0,5,5,1,1,10,5,9,3,3,40,5
"645",645,0,0,0,0,0,1,1,1,NA,1666.66662597656,1200,3,1,3,5,3,2,5,1,13,3,7,29,3
"646",646,0,0,NA,0,0,1,1,1,NA,175,150,1,0,4,1,NA,2,NA,1,4,3,6,22,1
"647",647,0,0,1,1,1,1,1,1,NA,400,800,2,1,5,5,NA,2,NA,NA,3,4,3,27,3
"648",648,0,0,NA,NA,0,1,1,1,NA,255,510,1,0,5,5,NA,2,6,NA,3,4,2,45,3
"649",649,0,0,1,1,0,3,1,1,NA,550,600,2,1,5,5,NA,1,9,NA,2,4,2,54,NA
"650",650,NA,1,NA,0,NA,1,2,2,NA,187.5,1000,2,1,4,3,1,2,6,1,2,3,6,28,3
"651",651,0,0,NA,NA,0,3,1,1,NA,305,112,1,0,5,5,6,1,10,6,2,3,4,23,6
"652",652,0,0,0,0,0,3,1,1,NA,306,612,2,0,5,5,NA,1,NA,5,3,2,2,40,5
"653",653,0,0,0,NA,0,3,2,2,NA,333.333343505859,200,1,0,5,5,4,1,NA,4,5,2,7,44,4
"654",654,0,0,0,0,0,3,1,1,NA,1333.33337402344,2500,3,1,5,5,4,1,7,4,10,3,7,41,4
"655",655,0,0,0,0,0,2,1,2,NA,127.5,1,0,0,5,5,5,NA,NA,3,5,3,6,22,5
"656",656,0,0,NA,0,0,1,1,2,NA,336,600,2,0,4,5,2,2,NA,5,4,3,7,23,5
"657",657,0,0,0,0,0,1,1,1,NA,500,1000,2,1,5,4,6,2,3,5,2,3,3,35,6
"658",658,0,1,1,0,NA,2,1,2,NA,1666.66662597656,2000,3,1,5,5,5,NA,6,2,8,2,7,51,5
"659",659,0,0,1,1,0,1,1,1,NA,2550,1200,3,1,5,5,1,2,5,4,13,3,7,37,1
"660",660,0,0,0,0,0,3,2,2,NA,510,510,1,1,5,5,3,1,5,3,9,4,8,28,5
"661",661,0,0,0,0,0,3,1,1,NA,5000,8000,6,1,5,5,5,1,4,5,15,4,10,42,5
"662",662,0,0,NA,NA,0,3,1,2,NA,133.33332824707,145,1,0,NA,5,NA,1,NA,4,2,3,2,45,5
"663",663,0,0,0,0,0,1,1,1,NA,520,510,1,0,5,3,5,2,9,3,4,3,3,25,5
"664",664,0,0,0,0,0,3,2,2,NA,4000,1800,3,0,5,5,5,1,0,5,8,1,9,63,4
"665",665,0,1,NA,NA,NA,3,1,2,NA,450,1,0,0,5,5,NA,1,NA,NA,2,3,7,40,5
"666",666,0,0,1,1,0,3,1,1,NA,500,600,2,1,5,5,5,1,6,4,9,1,8,26,5
"667",667,NA,NA,NA,0,NA,3,2,2,NA,550,700,2,0,5,5,4,1,NA,3,5,2,2,52,5
"668",668,1,1,1,1,0,1,NA,2,NA,500,600,2,0,5,5,3,2,NA,3,2,3,7,36,4
"669",669,0,1,NA,NA,0,3,1,1,NA,350,380,1,1,5,5,5,1,10,5,2,1,4,20,5
"670",670,0,0,0,0,0,3,1,1,NA,166.66667175293,1,0,0,5,5,4,1,NA,4,4,3,2,43,6
"671",671,0,0,NA,NA,0,1,2,2,NA,NA,NA,1,1,3,3,3,2,6,4,4,2,4,18,5
"672",672,0,0,0,NA,0,1,1,2,NA,120,300,1,1,5,5,5,2,NA,4,4,2,4,45,5
"673",673,0,0,1,1,0,3,1,2,NA,666.666687011719,700,2,0,5,5,3,1,NA,3,3,2,7,48,4
"674",674,0,0,0,0,0,1,2,2,NA,600,600,2,0,5,5,NA,2,NA,3,4,1,5,32,4
"675",675,0,NA,NA,NA,NA,3,2,2,NA,500,1000,2,1,5,5,NA,1,NA,4,2,1,7,21,4
"676",676,NA,NA,NA,0,NA,1,2,NA,NA,400,200,1,0,5,5,1,2,NA,1,2,2,4,18,5
"677",677,0,0,1,1,1,1,1,2,NA,800,800,2,1,5,4,2,2,NA,2,2,2,4,53,5
"678",678,NA,NA,NA,0,NA,3,1,2,NA,170,1,0,0,5,5,NA,1,NA,2,0,2,6,18,5
"679",679,0,0,1,1,0,1,1,1,NA,200,300,1,0,5,5,3,2,7,3,5,3,2,61,3
"680",680,NA,NA,NA,0,NA,1,2,2,NA,500,500,1,0,4,5,3,2,NA,4,4,1,6,18,4
"681",681,1,0,1,1,1,3,2,2,NA,800,1600,3,1,5,5,1,1,NA,2,2,2,7,33,1
"682",682,0,0,0,0,0,1,1,1,NA,350,1,0,0,5,5,NA,2,NA,NA,4,2,5,32,NA
"683",683,0,0,1,1,0,3,1,2,NA,150,1,0,0,5,5,4,1,NA,4,4,3,6,18,4
"684",684,NA,NA,NA,0,NA,1,2,2,NA,640,1,0,0,1,1,1,2,NA,1,1,2,2,61,4
"685",685,1,NA,1,1,1,1,2,2,NA,175,1,0,0,2,1,1,2,NA,1,3,1,5,37,1
"686",686,0,0,0,1,0,3,2,2,NA,1000,600,2,1,5,5,5,1,NA,5,3,1,7,27,5
"687",687,0,0,1,0,0,3,1,2,NA,333.333343505859,500,1,1,5,4,3,1,6,3,8,3,5,28,4
"688",688,0,0,0,NA,0,3,1,2,NA,500,1000,2,1,5,5,1,1,5,3,5,3,9,25,1
"689",689,0,0,0,0,0,3,1,2,NA,833.333312988281,1500,3,1,5,5,3,1,8,5,10,2,9,59,5
"690",690,0,0,NA,0,0,3,1,1,NA,375,1,0,1,5,5,2,1,4,3,7,3,8,22,2
"691",691,0,0,NA,0,0,1,1,2,NA,550,850,2,1,4,5,2,2,4,2,3,2,7,28,2
"692",692,0,0,0,0,0,2,1,2,NA,900,800,2,1,5,5,1,NA,NA,1,7,3,4,35,5
"693",693,0,0,0,0,0,2,1,2,NA,1000,510,1,1,5,5,2,NA,5,2,5,3,7,30,6
"694",694,0,1,0,0,0,1,1,1,NA,1333.33337402344,1,0,0,5,5,2,2,9,3,7,2,8,28,5
"695",695,0,0,0,0,0,1,1,2,NA,525,600,2,1,5,5,4,2,5,4,5,3,7,23,2
"696",696,0,0,NA,0,0,3,2,1,NA,400,500,1,1,5,5,2,1,NA,2,8,4,7,29,3
"697",697,1,1,1,1,1,1,2,2,NA,833.333312988281,500,1,1,3,4,1,2,NA,1,1,2,6,22,1
"698",698,0,0,1,0,0,1,1,2,NA,766.666687011719,1000,2,0,5,5,4,2,NA,4,4,3,7,35,5
"699",699,0,0,0,0,0,3,1,2,NA,450,900,2,1,4,5,1,1,5,4,7,4,2,69,5
"700",700,0,0,1,0,1,3,1,2,NA,400,800,2,0,5,5,3,1,NA,3,5,1,3,59,4
"701",701,0,0,0,0,0,3,1,2,NA,750,700,2,0,5,5,2,1,NA,3,2,2,7,39,5
"702",702,0,0,0,0,0,2,1,2,NA,NA,NA,1,0,5,5,3,NA,8,4,7,2,5,52,2
"703",703,0,0,NA,0,0,3,2,1,NA,1150,1100,3,0,5,5,2,1,5,3,7,2,9,63,5
"704",704,0,0,0,0,NA,3,1,1,NA,600,600,2,0,5,5,3,1,4,3,8,3,3,68,4
"705",705,0,0,0,NA,0,1,1,2,NA,NA,NA,NA,0,5,5,5,2,10,3,2,3,7,40,5
"706",706,0,0,NA,NA,0,1,2,2,NA,500,1000,2,1,5,5,2,2,NA,2,2,2,3,30,2
"707",707,0,1,NA,NA,0,3,2,1,NA,NA,NA,2,1,5,5,2,1,NA,2,1,4,3,69,4
"708",708,0,0,NA,NA,0,1,2,2,NA,500,400,1,0,1,4,1,2,NA,2,3,2,5,49,5
"709",709,0,0,1,1,0,1,2,2,NA,350,1,0,0,5,5,3,2,NA,1,3,3,3,44,5
"710",710,0,0,NA,NA,NA,3,2,2,NA,NA,800,2,0,5,5,5,1,NA,5,0,1,1,41,5
"711",711,NA,NA,NA,0,NA,3,1,1,NA,300,1,0,0,5,5,1,1,2,1,7,3,7,28,2
"712",712,0,0,1,0,1,1,1,1,NA,NA,NA,NA,1,5,5,2,2,6,5,4,4,10,45,5
"713",713,0,0,NA,NA,NA,2,1,1,NA,500,520,2,0,3,4,1,NA,NA,4,0,3,5,45,4
"714",714,NA,NA,NA,0,NA,3,1,1,NA,600,500,1,1,4,5,1,1,NA,2,2,3,7,18,2
"715",715,0,0,0,0,0,3,1,1,NA,NA,1,0,0,5,3,2,1,NA,2,4,3,7,25,3
"716",716,0,0,0,0,0,3,1,2,NA,2000,1070,3,0,5,1,3,1,5,3,5,2,8,29,4
"717",717,0,NA,NA,NA,NA,1,2,2,NA,333.333343505859,800,2,1,NA,5,NA,2,5,NA,2,2,3,59,NA
"718",718,0,0,0,0,0,1,1,2,NA,250,100,1,0,5,5,2,2,NA,2,3,1,3,44,4
"719",719,0,0,1,1,0,1,2,2,NA,500,1100,3,0,5,5,3,2,6,3,7,2,5,64,4
"720",720,0,NA,0,0,0,1,1,2,NA,366.666656494141,1100,3,1,5,5,3,2,3,3,9,2,2,68,3
"721",721,0,NA,0,0,NA,3,1,1,NA,160,1,0,0,3,5,3,1,3,2,6,4,6,35,5
"722",722,0,0,0,0,0,3,1,2,NA,500,700,2,1,5,5,1,1,5,5,9,3,5,38,5
"723",723,0,0,0,0,0,3,1,2,NA,1250,2500,3,1,5,5,4,1,10,4,4,4,7,53,4
"724",724,0,0,1,1,1,1,1,2,NA,500,500,1,0,5,5,5,2,NA,5,3,4,3,50,5
"725",725,1,1,1,1,1,1,2,2,NA,NA,1,0,0,3,3,5,2,NA,5,4,2,3,54,2
"726",726,0,0,0,0,0,1,1,2,NA,NA,NA,3,1,5,5,1,2,8,4,8,3,8,61,2
"727",727,0,0,NA,NA,0,1,1,1,NA,1350,1500,3,1,3,3,4,2,NA,5,4,2,2,60,4
"728",728,0,0,0,0,0,1,1,2,NA,600,1,0,1,4,3,4,2,NA,4,4,2,6,21,4
"729",729,0,0,NA,NA,0,1,2,2,NA,NA,NA,1,0,5,5,3,2,NA,3,4,2,7,46,5
"730",730,0,1,NA,NA,0,1,1,1,NA,NA,1,0,1,5,5,3,2,1,2,4,3,8,19,4
"731",731,0,NA,1,1,1,2,1,2,NA,NA,NA,2,0,5,5,NA,NA,NA,2,10,2,8,22,5
"732",732,0,0,1,1,0,2,2,2,NA,1250,2500,3,1,5,5,3,NA,NA,3,4,3,7,51,2
"733",733,0,0,1,1,0,3,1,1,NA,NA,NA,5,1,5,5,4,1,8,4,13,3,9,49,4
"734",734,0,0,NA,NA,NA,1,1,2,NA,1000,1,0,0,4,5,5,2,NA,5,2,3,7,35,5
"735",735,0,0,NA,NA,0,2,2,2,NA,NA,NA,1,0,5,5,3,NA,5,3,4,3,7,38,3
"736",736,0,0,1,1,1,1,2,2,NA,1000,2000,3,0,5,5,NA,2,NA,2,4,2,7,54,2
"737",737,1,0,1,1,1,1,1,2,NA,NA,NA,1,0,5,5,1,2,NA,1,2,2,3,56,3
"738",738,0,0,NA,NA,NA,1,2,2,NA,500,1,0,0,3,4,5,2,NA,5,2,2,4,57,4
"739",739,0,0,NA,NA,0,1,1,1,NA,2000,3000,4,1,3,3,4,2,NA,4,4,2,8,40,5
"740",740,0,0,NA,NA,0,1,1,2,NA,NA,1,0,0,5,4,2,2,NA,2,3,1,2,44,5
"741",741,1,0,1,1,1,1,2,2,NA,1100,1,0,0,3,2,5,2,NA,4,1,2,7,22,4
"742",742,NA,0,NA,0,NA,3,1,2,NA,NA,NA,1,1,5,5,3,1,NA,3,4,3,7,28,3
"743",743,0,0,1,1,NA,1,1,2,NA,900,2000,3,1,3,4,4,2,NA,5,1,2,8,50,4
"744",744,0,0,NA,NA,0,3,1,1,NA,NA,NA,3,1,5,5,5,1,10,5,3,4,5,57,5
"745",745,0,0,1,NA,0,1,2,2,NA,1000,1000,2,1,5,5,2,2,5,2,6,2,8,21,3
"746",746,1,1,1,1,1,1,2,2,NA,1850,700,2,0,1,1,2,2,NA,1,3,1,9,26,5
"747",747,1,0,1,1,1,1,1,2,NA,666.666687011719,1,0,0,3,3,1,2,NA,1,2,2,5,62,1
"748",748,0,0,1,1,0,1,2,2,NA,1900,1000,2,0,3,3,4,2,NA,4,2,2,7,30,5
"749",749,0,0,NA,NA,0,1,2,2,NA,833.333312988281,1,0,0,4,4,5,2,NA,6,3,2,9,28,5
"750",750,0,0,NA,NA,0,1,2,2,NA,NA,NA,2,1,4,4,3,2,NA,3,4,2,4,49,5
"751",751,0,0,NA,NA,0,1,2,2,NA,750,600,2,0,4,4,2,2,NA,2,2,2,5,20,5
"752",752,0,0,1,1,0,2,1,2,NA,NA,NA,4,1,5,5,5,NA,NA,1,6,2,8,48,2
"753",753,0,0,NA,NA,0,1,1,2,NA,NA,NA,3,0,5,5,5,2,5,4,3,4,8,57,4
"754",754,0,0,NA,NA,0,3,2,2,NA,NA,NA,NA,0,5,5,3,1,NA,4,10,2,5,42,4
"755",755,0,0,NA,NA,0,1,2,2,NA,1000,1000,2,0,5,5,2,2,NA,2,4,2,9,35,3
"756",756,0,0,0,0,0,1,2,2,NA,NA,NA,1,0,5,5,5,2,NA,5,4,2,5,19,5
"757",757,0,1,0,0,1,3,2,1,NA,NA,NA,2,1,5,5,2,1,0,2,5,2,8,28,4
"758",758,0,0,NA,0,0,3,1,1,NA,NA,NA,2,1,5,5,2,1,0,5,7,4,8,21,2
"759",759,0,0,1,0,0,3,1,1,NA,NA,1,0,0,5,5,1,1,1,3,4,4,4,55,4
"760",760,0,0,0,0,0,3,1,2,NA,NA,1,0,0,5,5,2,1,NA,2,6,2,7,32,5
"761",761,0,0,1,1,0,1,2,2,NA,NA,NA,2,0,3,3,5,2,10,5,1,3,6,25,4
"762",762,0,0,NA,NA,0,3,1,2,NA,NA,1,0,0,4,5,5,1,NA,5,2,3,6,62,4
"763",763,0,0,NA,NA,1,3,1,2,NA,NA,NA,1,0,5,5,3,1,NA,2,7,3,9,40,4
"764",764,0,0,NA,NA,NA,3,2,1,NA,NA,NA,2,1,5,5,3,1,NA,2,8,3,7,45,4
"765",765,0,0,NA,NA,0,1,2,1,NA,2000,2500,3,1,4,4,3,2,8,3,6,3,7,38,4
"766",766,0,0,NA,NA,0,1,NA,1,NA,1333.33337402344,900,2,1,5,3,3,2,5,3,8,3,7,25,4
"767",767,0,0,NA,NA,0,1,1,1,NA,1000,1000,2,0,5,5,3,2,8,2,7,3,7,37,2
"768",768,0,0,NA,NA,0,1,NA,2,NA,340,510,1,0,5,5,4,2,NA,1,3,3,5,63,4
"769",769,0,0,1,1,0,2,2,2,NA,3500,8000,6,1,5,5,3,NA,NA,2,8,1,9,58,2
"770",770,0,0,NA,NA,0,2,1,1,NA,666.666687011719,1,0,0,5,5,4,NA,9,4,4,3,3,54,4
"771",771,0,0,1,1,0,1,NA,2,NA,750,1,0,0,5,5,3,2,8,3,5,3,4,43,4
"772",772,0,0,1,NA,0,3,1,2,NA,NA,1,0,0,5,5,3,1,NA,3,3,3,8,21,3
"773",773,0,0,0,0,0,3,1,2,NA,2000,2000,3,1,5,5,1,1,8,1,4,2,7,58,1
"774",774,0,0,NA,NA,0,1,1,2,NA,750,1000,2,1,5,5,5,2,NA,5,4,2,7,38,5
"775",775,0,NA,NA,NA,NA,1,2,1,NA,NA,NA,3,1,5,5,2,2,2,2,10,4,9,46,2
"776",776,0,1,1,1,0,1,1,2,NA,NA,NA,3,1,5,5,4,2,10,4,7,2,7,69,4
